Volcano_Number,Volcano_Name,Eruption_Number,Eruption_Category,Area_of_Activity,VEI,VEI_Modifier,Start_Year_Modifier,Start_Year,Start_Year_Uncertainty,Start_Month,Start_Day_Modifier,Start_Day,Start_Day_Uncertainty,Evidence_Method_(dating),End_Year_Modifier,End_Year,End_Year_Uncertainty,End_Month,End_Day_Modifier,End_Day,End_Day_Uncertainty,Latitude,Longitude,cluster,startdate,type
285040,Shikotsu,17615,Confirmed Eruption,Tarumai,1,,,1936,,11,,15,,Historical Observations,,1936,,11,,26,,42.688,141.38,7,1936-11-15,0
261230,Dempo,15566,Confirmed Eruption,,2,,,1936,,11,,26,,Historical Observations,,1936,,11,,27,,-4.03,103.13,10,1936-11-26,0
390080,Bristol Island,13208,Confirmed Eruption,,2,,,1936,,12,,18,,Historical Observations,,1937,,1,?,1,,-59.017,-26.533,3,1936-12-18,0
241080,Tongariro,14582,Confirmed Eruption,Ngauruhoe,2,,,1937,,1,,1,,Historical Observations,,,,,,,,-39.157,175.632,11,1937-01-01,0
282110,Asosan,17309,Confirmed Eruption,Naka-dake,2,,,1937,,1,,13,,Historical Observations,,1937,,1,,13,,32.884,131.104,8,1937-01-13,0
357110,Llaima,12053,Confirmed Eruption,,2,,,1937,,2,?,9,,Historical Observations,,1937,,11,,2,,-38.692,-71.729,3,1937-02-09,0
353010,Fernandina,11662,Confirmed Eruption,,0,,,1937,,3,,1,,Historical Observations,,1937,,4,,0,,-0.37,-91.55,14,1937-03-01,0
285020,Hokkaido-Komagatake,18578,Confirmed Eruption,,1,,,1937,,3,,17,,Historical Observations,,1937,,3,,19,,42.063,140.677,7,1937-03-17,0
257040,Ambrym,15259,Confirmed Eruption,Benbow and west flank,2,,,1937,,3,,27,,Historical Observations,,1937,,4,,0,,-16.25,168.12,11,1937-03-27,0
357040,Planchon-Peteroa,11939,Confirmed Eruption,Petoroa (south of 1889-94 crater),2,,,1937,,4,,1,,Historical Observations,,1937,,5,,5,4,-35.223,-70.568,3,1937-04-01,0
300260,Klyuchevskoy,19437,Confirmed Eruption,Summit  east flank (Bilyukai),3,,,1937,,4,,3,,Historical Observations,,1939,,3,,0,,56.056,160.642,7,1937-04-03,0
282110,Asosan,17310,Confirmed Eruption,Naka-dake,2,,,1937,,5,,7,,Historical Observations,,1937,,5,,13,,32.884,131.104,8,1937-05-07,0
252140,Rabaul,15090,Confirmed Eruption,Vulcan and Tavurvur,4,?,,1937,,5,,29,,Historical Observations,,1937,,6,,2,,-4.271,152.203,11,1937-05-29,0
354020,Ubinas,11631,Confirmed Eruption,,2,,,1937,,6,,1,,Historical Observations,,,,,,,,-16.355,-70.903,3,1937-06-01,0
357130,Mocho-Choshuenco,12186,Confirmed Eruption,El Mocho,,,,1937,,6,,16,,Historical Observations,,,,,,,,-39.927,-72.027,3,1937-06-16,0
263170,Cereme,15728,Confirmed Eruption,Floor and north wall of East Crater,2,,,1937,,6,,24,,Historical Observations,,1938,,1,,7,,-6.892,108.4,10,1937-06-24,0
284010,Izu-Oshima,18219,Confirmed Eruption,Mihara-yama,0,,,1937,,7,,17,,Historical Observations,,1937,,8,,0,,34.724,139.394,7,1937-07-17,0
262000,Krakatau,15595,Confirmed Eruption,Anak Krakatau,2,,,1937,,8,,6,,Historical Observations,,1937,,11,,23,,-6.102,105.423,10,1937-08-06,0
233020,Fournaise  Piton de la,14334,Confirmed Eruption,Bory  flanks of Bory and Dolomieu,2,,,1937,,8,,13,,Historical Observations,,1937,,11,,25,,-21.244,55.708,2,1937-08-13,0
255020,Bagana,15122,Confirmed Eruption,,3,,,1937,,9,,7,,Historical Observations,,,,,,,,-6.137,155.196,11,1937-09-07,0
261170,Kerinci,15510,Confirmed Eruption,,2,,,1937,,9,,8,,Historical Observations,,,,,,,,-1.697,101.264,10,1937-09-08,0
263340,Raung,16013,Confirmed Eruption,,2,,,1937,,10,,27,,Historical Observations,,1937,,11,,27,,-8.119,114.056,6,1937-10-27,0
344040,Telica,10914,Confirmed Eruption,,2,,,1937,,11,,1,,Historical Observations,,1938,,8,,0,,12.602,-86.845,14,1937-11-01,0
311210,Yunaska,19796,Confirmed Eruption,,3,,,1937,,11,,3,,Historical Observations,,1937,,11,,4,,52.643,-170.629,5,1937-11-03,0
283120,Kusatsu-Shiranesan,17835,Confirmed Eruption,Yu-gama,1,,,1937,,11,,27,,Historical Observations,,1938,,2,?,16,,36.618,138.528,7,1937-11-27,0
261170,Kerinci,15511,Confirmed Eruption,,2,,,1938,,1,,19,,Historical Observations,,1938,,3,,18,,-1.697,101.264,10,1938-01-19,0
223020,Nyamuragira,14056,Confirmed Eruption,Summit  SE and SW flanks (Tshambene),1,,,1938,,1,,28,,Historical Observations,,1940,,6,,25,5,-1.408,29.2,9,1938-01-28,0
263050,Salak,13394,Confirmed Eruption,Kawah Cikaluwung Putri,2,,,1938,,1,,31,5,Historical Observations,,,,,,,,-6.72,106.73,10,1938-01-31,0
355070,San Pedro,11839,Confirmed Eruption,,2,,,1938,,2,,1,,Historical Observations,,,,,,,,-21.88,-68.4,3,1938-02-01,0
282080,Aira,17079,Confirmed Eruption,Minami-dake,2,,,1938,,2,,25,,Historical Observations,,1938,,3,,31,,31.593,130.657,8,1938-02-25,0
300100,Avachinsky,19100,Confirmed Eruption,,3,,,1938,,3,,6,,Historical Observations,,1938,,12,>,1,,53.256,158.836,7,1938-03-06,0
282030,Suwanosejima,16932,Confirmed Eruption,O-take,2,?,,1938,,3,,11,,Historical Observations,,1938,,3,,11,,29.638,129.714,8,1938-03-11,0
283110,Asamayama,17791,Confirmed Eruption,,1,,,1938,,3,,25,,Historical Observations,,1942,,12,,0,,36.406,138.523,7,1938-03-25,0
373010,Grimsvotn,12830,Confirmed Eruption,8 km N of Svartibunki,1,,,1938,,5,,1,,Historical Observations,,,,,,,,64.416,-17.316,9,1938-05-01,0
264100,Ebulobo,13702,Confirmed Eruption,,,,,1938,,5,,1,,Historical Observations,,1938,,6,,0,,-8.82,121.18,6,1938-05-01,0
264140,Kelimutu,16262,Confirmed Eruption,,2,,,1938,,5,,1,,Historical Observations,,1938,,6,,0,,-8.77,121.82,6,1938-05-01,0
255020,Bagana,15123,Confirmed Eruption,,3,,,1938,,5,,15,,Historical Observations,,,,,,,,-6.137,155.196,11,1938-05-15,0
273030,Mayon,16798,Confirmed Eruption,,2,,,1938,,6,,5,,Historical Observations,,,,,,,,13.257,123.685,8,1938-06-05,0
262000,Krakatau,15596,Confirmed Eruption,Anak Krakatau,3,,,1938,,7,,4,,Historical Observations,,1940,,7,,2,,-6.102,105.423,10,1938-07-04,0
283120,Kusatsu-Shiranesan,17836,Confirmed Eruption,Yu-gama,1,,,1938,,7,?,17,,Historical Observations,,1938,,10,?,5,,36.618,138.528,7,1938-07-17,0
233020,Fournaise  Piton de la,14335,Confirmed Eruption,,1,,,1938,,7,,25,,Historical Observations,,1938,,7,,29,,-21.244,55.708,2,1938-07-25,0
284010,Izu-Oshima,18220,Confirmed Eruption,Mihara-yama,1,,,1938,,8,,11,,Historical Observations,,1938,,8,,11,,34.724,139.394,7,1938-08-11,0
290320,Nemo Peak,18840,Confirmed Eruption,,2,,,1938,,8,,12,,Historical Observations,,,,,,,,49.57,154.808,7,1938-08-12,0
263340,Raung,16131,Confirmed Eruption,,2,,,1938,,8,,13,,Historical Observations,,1939,,1,>,10,,-8.119,114.056,6,1938-08-13,0
357040,Planchon-Peteroa,11940,Confirmed Eruption,Peteroa,2,,,1938,,9,,1,,Historical Observations,,1938,,10,,0,,-35.223,-70.568,3,1938-09-01,0
268060,Gamalama,16665,Confirmed Eruption,,2,,,1938,,9,,8,,Historical Observations,,1938,,9,,8,,0.8,127.33,6,1938-09-08,0
300130,Karymsky,19170,Confirmed Eruption,,2,,,1938,,10,,1,,Historical Observations,,,,,,,,54.049,159.443,7,1938-10-01,0
311310,Makushin,19985,Confirmed Eruption,,2,,,1938,,10,,1,,Historical Observations,,,,,,,,53.891,-166.923,5,1938-10-01,0
300060,Mutnovsky,18970,Confirmed Eruption,,2,,,1938,,11,,1,,Historical Observations,,,,,,,,52.449,158.196,7,1938-11-01,0
357110,Llaima,12054,Confirmed Eruption,,1,,,1938,,12,,1,,Historical Observations,,,,,,,,-38.692,-71.729,3,1938-12-01,0
263040,Perbakti-Gagak,15640,Confirmed Eruption,Kawah Parabakti,1,,,1938,,12,,1,,Historical Observations,,,,,,,,-6.75,106.7,10,1938-12-01,0
357120,Villarrica,12154,Confirmed Eruption,,2,,,1938,,12,,1,30,Historical Observations,,1939,,2,,1,30,-39.42,-71.93,3,1938-12-01,0
233020,Fournaise  Piton de la,14336,Confirmed Eruption,ESE and SW flanks  Dolomieu,2,,,1938,,12,,7,,Historical Observations,,1939,,1,,15,,-21.244,55.708,2,1938-12-07,0
373060,Askja,12918,Confirmed Eruption,South shore of Éskjuvatn lake,2,,,1938,,12,?,19,,Historical Observations,,,,,,,,65.033,-16.783,9,1938-12-19,0
344040,Telica,10915,Confirmed Eruption,,2,,,1939,,1,,1,,Historical Observations,,1939,,6,,0,,12.602,-86.845,14,1939-01-01,0
255020,Bagana,15124,Confirmed Eruption,,2,,,1939,,1,?,30,,Historical Observations,,,,,,,,-6.137,155.196,11,1939-01-30,0
283120,Kusatsu-Shiranesan,17837,Confirmed Eruption,Yu-gama,1,,,1939,,2,?,1,,Historical Observations,,1939,,8,?,28,,36.618,138.528,7,1939-02-01,0
284010,Izu-Oshima,18221,Confirmed Eruption,Mihara-yama,1,?,,1939,,2,,1,,Historical Observations,,1939,,2,,0,,34.724,139.394,7,1939-02-01,0
343030,Izalco,10819,Confirmed Eruption,Summit and SSE flank,2,,,1939,,2,,1,,Historical Observations,,1948,,2,,0,,13.813,-89.633,14,1939-02-01,0
257050,Lopevi,15302,Confirmed Eruption,NW and SE flanks,2,,,1939,,2,,2,,Historical Observations,,,,,,,,-16.507,168.346,11,1939-02-02,0
352050,Cotopaxi,11594,Confirmed Eruption,,2,,,1939,,2,,2,,Historical Observations,,,,,,,,-0.677,-78.436,14,1939-02-02,0
263180,Slamet,15751,Confirmed Eruption,,2,,,1939,,3,,29,,Historical Observations,,1939,,7,,15,,-7.242,109.208,10,1939-03-29,0
263040,Perbakti-Gagak,15641,Confirmed Eruption,Kawah Parabakti,1,,,1939,,4,<,6,,Historical Observations,,,,,,,,-6.75,106.7,10,1939-04-06,0
255060,Kavachi,15148,Confirmed Eruption,,2,,,1939,,4,?,30,,Historical Observations,,,,,,,,-9.02,157.95,11,1939-04-30,0
343100,San Miguel,10855,Confirmed Eruption,,2,,,1939,,5,,1,,Historical Observations,,1939,,7,,0,,13.434,-88.269,14,1939-05-01,0
300060,Mutnovsky,13985,Confirmed Eruption,,2,,,1939,,5,,1,,Historical Observations,,,,,,,,52.449,158.196,7,1939-05-01,0
345060,Irazu,11226,Confirmed Eruption,,2,,,1939,,5,,18,,Historical Observations,,1940,,2,,0,,9.979,-83.852,14,1939-05-18,0
312070,Veniaminof,20163,Confirmed Eruption,Western intracaldera cone,3,,,1939,,5,,23,,Historical Observations,,1939,,6,?,26,,56.17,-159.38,5,1939-05-23,0
243100,Fonualei,14781,Confirmed Eruption,Summit  west and SE sides,2,,,1939,,6,,1,,Historical Observations,,,,,,,,-18.02,-174.325,11,1939-06-01,0
283070,Yakedake,17522,Confirmed Eruption,,2,,,1939,,6,,4,,Historical Observations,,1939,,6,,4,,36.227,137.587,7,1939-06-04,0
263310,Tengger Caldera,13518,Confirmed Eruption,Bromo,2,,,1939,,6,,24,,Historical Observations,,1939,,7,,0,,-7.942,112.95,10,1939-06-24,0
261230,Dempo,15567,Confirmed Eruption,,2,,,1939,,7,,18,,Historical Observations,,1939,,7,,30,,-4.03,103.13,10,1939-07-18,0
360160,Kick 'em Jenny,12457,Confirmed Eruption,,1,,,1939,,7,,24,,Historical Observations,,1939,,7,,24,,12.3,-61.64,14,1939-07-24,0
241080,Tongariro,14583,Confirmed Eruption,Ngauruhoe,2,,,1939,,8,,1,,Historical Observations,,,,,,,,-39.157,175.632,11,1939-08-01,0
284090,Izu-Torishima,18369,Confirmed Eruption,North side of 1902 crater (Iwo-yama),3,,,1939,,8,,17,,Historical Observations,,1939,,12,,26,5,30.484,140.303,7,1939-08-17,0
212040,Santorini,13891,Confirmed Eruption,Nea Kameni (Triton  Ktenas  Fouque domes),2,,,1939,,8,,20,,Historical Observations,,1941,,7,,2,1,36.404,25.396,9,1939-08-20,0
273030,Mayon,16799,Confirmed Eruption,,1,,,1939,,8,,21,,Historical Observations,,,,,,,,13.257,123.685,8,1939-08-21,0
284010,Izu-Oshima,18222,Confirmed Eruption,Mihara-yama,1,,,1939,,9,,1,,Historical Observations,,1939,,9,,16,,34.724,139.394,7,1939-09-01,0
300240,Tolbachik,19302,Confirmed Eruption,,2,,,1939,,9,,25,,Historical Observations,,1939,,9,,27,,55.832,160.326,7,1939-09-25,0
272080,Biliran,16752,Confirmed Eruption,,1,?,,1939,,9,,26,,Historical Observations,,,,,,,,11.523,124.535,6,1939-09-26,0
263200,Dieng Volcanic Complex,15778,Confirmed Eruption,Butak Petarangan,1,?,,1939,,10,,13,,Historical Observations,,1939,,10,,15,,-7.2,109.92,10,1939-10-13,0
282080,Aira,17080,Confirmed Eruption,East flank of Minami-dake (750 m),2,,,1939,,10,,26,,Historical Observations,,1939,,11,?,12,,31.593,130.657,8,1939-10-26,0
344040,Telica,10916,Confirmed Eruption,,2,,,1939,,11,,1,,Historical Observations,,1939,,11,,0,,12.602,-86.845,14,1939-11-01,0
257050,Lopevi,15303,Confirmed Eruption,NW and/or SW flanks,2,,,1939,,11,,1,,Historical Observations,,,,,,,,-16.507,168.346,11,1939-11-01,0
312070,Veniaminof,20164,Confirmed Eruption,Western intracaldera cone,2,,,1939,,11,,1,,Historical Observations,,,,,,,,56.17,-159.38,5,1939-11-01,0
261220,Kaba,15544,Confirmed Eruption,Kaba Baru  Kaba Lama,2,,,1939,,11,,19,,Historical Observations,,1941,,3,,14,,-3.52,102.62,10,1939-11-19,0
263180,Slamet,15752,Confirmed Eruption,,2,,,1939,,12,,4,,Historical Observations,,1939,,12,,4,,-7.242,109.208,10,1939-12-04,0
263250,Merapi,15905,Confirmed Eruption,,2,,,1939,,12,,13,,Historical Observations,,1940,,9,,0,,-7.542,110.442,10,1939-12-13,0
264180,Lewotobi,16293,Confirmed Eruption,Lewotobi Lakilaki,2,,,1939,,12,,17,,Historical Observations,,1940,,4,,21,,-8.542,122.775,6,1939-12-17,0
261230,Dempo,15568,Confirmed Eruption,,2,,,1939,,12,,19,,Historical Observations,,1940,,2,,21,,-4.03,103.13,10,1939-12-19,0
300120,Zhupanovsky,19135,Confirmed Eruption,,2,,,1940,,1,,1,,Historical Observations,,1940,,2,,0,,53.589,159.15,7,1940-01-01,0
300240,Tolbachik,19303,Confirmed Eruption,,2,,,1940,,2,,1,,Historical Observations,,1940,,4,,0,,55.832,160.326,7,1940-02-01,0
252140,Rabaul,15091,Confirmed Eruption,Tavurvur,1,,,1940,,2,,4,4,Historical Observations,,1940,,5,,18,,-4.271,152.203,11,1940-02-04,0
267020,Karangetang,16512,Confirmed Eruption,,2,,,1940,,3,,1,,Historical Observations,,1940,,3,,9,,2.78,125.4,6,1940-03-01,0
263180,Slamet,15753,Confirmed Eruption,,2,,,1940,,3,,15,,Historical Observations,,1940,,4,,15,,-7.242,109.208,10,1940-03-15,0
261250,Besar,15578,Confirmed Eruption,Marga Bayur (Gemurah Ilahan),1,,,1940,,4,,1,,Historical Observations,,,,,,,,-4.43,103.67,10,1940-04-01,0
241100,Ruapehu,14621,Confirmed Eruption,,2,,,1940,,4,,1,,Historical Observations,,,,,,,,-39.28,175.57,11,1940-04-01,0
283120,Kusatsu-Shiranesan,17838,Confirmed Eruption,,1,?,,1940,,4,,7,,Historical Observations,,1940,,9,,13,,36.618,138.528,7,1940-04-07,0
332020,Mauna Loa,10221,Confirmed Eruption,Mokuaweoweo and SW rift zone,0,,,1940,,4,,7,,Historical Observations,,1940,,8,,18,,19.475,-155.608,5,1940-04-07,0
282110,Asosan,17312,Confirmed Eruption,Naka-dake,2,,,1940,,4,,20,,Historical Observations,,1941,,8,,8,,32.884,131.104,8,1940-04-20,0
282080,Aira,17081,Confirmed Eruption,Minami-dake and east flank (750 m),2,,,1940,,4,,24,,Historical Observations,,1940,,7,,9,,31.593,130.657,8,1940-04-24,0
263310,Tengger Caldera,15620,Confirmed Eruption,Bromo,2,,,1940,,4,,25,,Historical Observations,,1940,,7,>,3,,-7.942,112.95,10,1940-04-25,0
283190,Zaozan,17989,Confirmed Eruption,Okama,1,,,1940,,5,,18,,Historical Observations,,1940,,5,,18,,38.144,140.44,7,1940-05-18,0
344040,Telica,10917,Confirmed Eruption,,2,,,1940,,6,,1,,Historical Observations,,1940,,10,,0,,12.602,-86.845,14,1940-06-01,0
267020,Karangetang,16513,Confirmed Eruption,,2,,,1940,,6,,20,,Historical Observations,,1940,,8,,23,,2.78,125.4,6,1940-06-20,0
261230,Dempo,15569,Confirmed Eruption,,2,,,1940,,7,,1,,Historical Observations,,,,,,,,-4.03,103.13,10,1940-07-01,0
284040,Miyakejima,18270,Confirmed Eruption,Oyama  NE flank,3,,,1940,,7,,12,,Historical Observations,,1940,,8,,5,,34.094,139.526,7,1940-07-12,0
222120,Lengai  Ol Doinyo,14015,Confirmed Eruption,North Crater,3,,,1940,,7,,24,,Historical Observations,,1941,,2,,0,,-2.764,35.914,2,1940-07-24,0
284010,Izu-Oshima,18223,Confirmed Eruption,Mihara-yama,1,,,1940,,8,,18,,Historical Observations,,1940,,8,,19,,34.724,139.394,7,1940-08-18,0
241080,Tongariro,14584,Confirmed Eruption,Ngauruhoe,2,,,1940,,9,,1,,Historical Observations,,1940,,10,,0,,-39.157,175.632,11,1940-09-01,0
300240,Tolbachik,19304,Confirmed Eruption,Summit  SW flank (1950 m),3,,,1940,,11,,1,,Historical Observations,,1941,,7,,15,45,55.832,160.326,7,1940-11-01,0
282030,Suwanosejima,16933,Confirmed Eruption,O-take,2,?,,1940,,11,,29,,Historical Observations,,,,,,,,29.638,129.714,8,1940-11-29,0
283120,Kusatsu-Shiranesan,17839,Confirmed Eruption,,1,?,,1941,,1,,19,,Historical Observations,,1941,,1,,19,,36.618,138.528,7,1941-01-19,0
252120,Ulawun,15045,Confirmed Eruption,,2,,,1941,,1,,26,,Historical Observations,,1941,,1,,26,,-5.05,151.33,11,1941-01-26,0
262000,Krakatau,15597,Confirmed Eruption,Anak Krakatau,2,,,1941,,1,,28,,Historical Observations,,1941,,2,,12,,-6.102,105.423,10,1941-01-28,0
284140,Farallon de Pajaros,18489,Confirmed Eruption,,,,,1941,,3,,28,,Historical Observations,,,,,,,,20.538,144.896,1,1941-03-28,0
282080,Aira,17082,Confirmed Eruption,East flank of Minami-dake (750 m),2,,,1941,,4,,28,,Historical Observations,,1941,,8,,26,,31.593,130.657,8,1941-04-28,0
252140,Rabaul,15092,Confirmed Eruption,Tavurvur,2,,,1941,,6,,6,,Historical Observations,,1942,,3,,31,30,-4.271,152.203,11,1941-06-06,0
357110,Llaima,12055,Confirmed Eruption,,2,,,1941,,6,,23,,Historical Observations,,,,,,,,-38.692,-71.729,3,1941-06-23,0
264100,Ebulobo,13703,Confirmed Eruption,,0,?,,1941,,8,,23,8,Historical Observations,,,,,,,,-8.82,121.18,6,1941-08-23,0
273030,Mayon,16800,Confirmed Eruption,,1,,,1941,,9,,13,,Historical Observations,,,,,,,,13.257,123.685,8,1941-09-13,0
263300,Semeru,10031,Confirmed Eruption,ESE flank (1400-1775 m),2,,,1941,,9,,21,,Historical Observations,,1942,,2,,0,,-8.108,112.92,10,1941-09-21,0
211060,Etna,13520,Confirmed Eruption,Central Crater  NE Crater,2,,,1941,,10,?,1,,Historical Observations,,1944,,4,,26,4,37.734,15.004,9,1941-10-01,0
267020,Karangetang,16514,Confirmed Eruption,,2,,,1941,,10,,30,,Historical Observations,,1941,,10,,30,,2.78,125.4,6,1941-10-30,0
263340,Raung,16133,Confirmed Eruption,,2,,,1941,,12,,13,,Historical Observations,,,,,,,,-8.119,114.056,6,1941-12-13,0
262000,Krakatau,15598,Confirmed Eruption,Anak Krakatau,2,,,1942,,1,,29,,Historical Observations,,1942,,1,,30,,-6.102,105.423,10,1942-01-29,0
283120,Kusatsu-Shiranesan,17840,Confirmed Eruption,Fissure east and south of Yu-gama,1,,,1942,,2,,2,,Historical Observations,,,,,,,,36.618,138.528,7,1942-02-02,0
332020,Mauna Loa,10222,Confirmed Eruption,NE rift zone (2800 m) and Mokuaweoweo,0,,,1942,,4,,26,,Historical Observations,,1942,,5,,10,,19.475,-155.608,5,1942-04-26,0
263250,Merapi,15906,Confirmed Eruption,,2,,,1942,,5,,30,,Historical Observations,,1945,,5,,0,,-7.542,110.442,10,1942-05-30,0
257040,Ambrym,15261,Confirmed Eruption,NW flank of Benbow,2,,,1942,,6,,6,,Historical Observations,,,,,,,,-16.25,168.12,11,1942-06-06,0
357110,Llaima,12056,Confirmed Eruption,,2,,,1942,,6,,9,,Historical Observations,,1942,,11,,0,,-38.692,-71.729,3,1942-06-09,0
211060,Etna,13521,Confirmed Eruption,SW flank (2780-2240 m),2,,,1942,,6,,30,,Historical Observations,,1942,,7,,1,,37.734,15.004,9,1942-06-30,0
282080,Aira,17083,Confirmed Eruption,East flank of Minami-dake (750 m),1,,,1942,,7,,16,,Historical Observations,,1942,,7,,16,,31.593,130.657,8,1942-07-16,0
241100,Ruapehu,14622,Confirmed Eruption,,2,,,1942,,8,,10,,Historical Observations,,,,,,,,-39.28,175.57,11,1942-08-10,0
263100,Papandayan,15687,Confirmed Eruption,,1,?,,1942,,8,,15,,Historical Observations,,1942,,8,,16,,-7.32,107.73,10,1942-08-15,0
266100,Lokon-Empung,13751,Confirmed Eruption,Tompaluan,2,,,1942,,9,,3,,Historical Observations,,,,,,,,1.358,124.792,6,1942-09-03,0
233020,Fournaise  Piton de la,14338,Confirmed Eruption,Bory  rim of Dolomieu,2,,,1942,,10,,5,,Historical Observations,,1942,,10,,25,,-21.244,55.708,2,1942-10-05,0
285020,Hokkaido-Komagatake,18579,Confirmed Eruption,NW-SE 1.6-km fissure,3,,,1942,,11,,16,,Historical Observations,,1942,,11,,18,,42.063,140.677,7,1942-11-16,0
300130,Karymsky,19172,Confirmed Eruption,,2,,,1943,,2,,1,30,Historical Observations,,,,,,,,54.049,159.443,7,1943-02-01,0
341060,Michoacan-Guanajuato,10486,Confirmed Eruption,ParÕcutin,4,,,1943,,2,,20,,Historical Observations,,1952,,2,,25,,19.85,-101.75,0,1943-02-20,0
351030,Tolima  Nevado del,11303,Confirmed Eruption,,2,,,1943,,3,,1,,Historical Observations,,,,,,,,4.658,-75.33,14,1943-03-01,0
263340,Raung,16134,Confirmed Eruption,,2,,,1943,,3,,17,,Historical Observations,,1943,,6,,18,,-8.119,114.056,6,1943-03-17,0
233020,Fournaise  Piton de la,14339,Confirmed Eruption,SE of Dolomieu  lower Grandes Pentes,2,,,1943,,3,?,30,,Historical Observations,,1943,,5,,26,5,-21.244,55.708,2,1943-03-30,0
255020,Bagana,15125,Confirmed Eruption,,1,,,1943,,4,<,7,,Historical Observations,,,,,,,,-6.137,155.196,11,1943-04-07,0
353060,Azul  Cerro,11722,Confirmed Eruption,Caldera ring fracture,3,,,1943,,4,,13,2,Historical Observations,,1943,,5,?,11,,-0.92,-91.408,14,1943-04-13,0
311290,Okmok,19844,Confirmed Eruption,SW part of caldera (Cone A),1,,,1943,,6,,1,,Historical Observations,,,,,,,,53.43,-168.13,5,1943-06-01,0
282110,Asosan,17314,Confirmed Eruption,Naka-dake,2,,,1943,,6,,21,,Historical Observations,,1943,,6,,24,,32.884,131.104,8,1943-06-21,0
253040,Waiowa,15108,Confirmed Eruption,,3,,,1943,,9,,18,,Historical Observations,,1944,,8,,31,,-9.57,149.075,11,1943-09-18,0
243110,Niuafo'ou,14794,Confirmed Eruption,SW flank,2,,,1943,,9,,26,,Historical Observations,,1943,,10,,16,30,-15.6,-175.63,11,1943-09-26,0
263180,Slamet,15755,Confirmed Eruption,,2,,,1943,,10,,2,,Historical Observations,,1944,,1,,5,,-7.242,109.208,10,1943-10-02,0
360160,Kick 'em Jenny,12458,Confirmed Eruption,,0,,,1943,,10,,5,,Hydrophonic,,1943,,10,,6,,12.3,-61.64,14,1943-10-05,0
263200,Dieng Volcanic Complex,15779,Confirmed Eruption,Sileri,1,,,1943,,11,,3,,Historical Observations,,,,,,,,-7.2,109.92,10,1943-11-03,0
252140,Rabaul,15093,Confirmed Eruption,Tavurvur,2,,,1943,,11,,24,,Historical Observations,,1943,,12,>,23,,-4.271,152.203,11,1943-11-24,0
344040,Telica,10919,Confirmed Eruption,,2,,,1943,,12,,1,,Historical Observations,,1944,,4,,0,,12.602,-86.845,14,1943-12-01,0
282110,Asosan,17315,Confirmed Eruption,Naka-dake,2,,,1943,,12,,9,,Historical Observations,,1944,,2,,0,,32.884,131.104,8,1943-12-09,0
283110,Asamayama,17792,Confirmed Eruption,,2,,,1944,,1,?,1,,Historical Observations,,1945,,11,,0,,36.406,138.523,7,1944-01-01,0
352010,Reventador,11439,Confirmed Eruption,,3,,,1944,,2,,24,,Historical Observations,,1944,,3,,1,,-0.077,-77.656,14,1944-02-24,0
312070,Veniaminof,20165,Confirmed Eruption,Western intracaldera cone,2,,,1944,,3,,28,,Historical Observations,,,,,,,,56.17,-159.38,5,1944-03-28,0
344120,Concepcion,11057,Confirmed Eruption,,2,,,1944,,4,,1,,Historical Observations,,1945,,12,,0,,11.538,-85.622,14,1944-04-01,0
233020,Fournaise  Piton de la,14340,Confirmed Eruption,,2,,,1944,,4,,11,,Historical Observations,,1944,,5,,1,,-21.244,55.708,2,1944-04-11,0
263180,Slamet,15756,Confirmed Eruption,,2,,,1944,,5,,9,,Historical Observations,,1944,,10,,30,,-7.242,109.208,10,1944-05-09,0
